,treatment,location,session,futuretense,mandarin,id,participant,period,a,b,c,d,interestrate,lowerbound,upperbound,randomperiod,finalprofit,client,gender,race,econ,course,female,chinese,econmajor,immi,identity,r1,l1,otherlanguage,whichlanguage,engcountry,pro1,pro2,often1,often2,chineseismainlanguage0english1ma
695,CF,1,160317_1442,1,1,3,87,8,1,4,5,2,0.18232156,0.09531018,0.18232156,2,10,HSSWKCAT03,Male,Chinese;,No,1,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,8.0,8.0,8.0,0.0
696,CF,1,160317_1442,1,1,4,88,1,8,4,12,7,0.06632853,0.058750454,0.06632853,5,10,HSSWKCAT04,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,9.0,7.0,8.0,1.0
697,CF,1,160317_1442,1,1,4,88,2,2,0,2,4,0.16823612,0.13118213,0.16823612,5,10,HSSWKCAT04,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,9.0,7.0,8.0,1.0
698,CF,1,160317_1442,1,1,4,88,3,1,4,5,3,0.26236427,0.18232156,0.26236427,5,10,HSSWKCAT04,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,9.0,7.0,8.0,1.0
699,CF,1,160317_1442,1,1,4,88,4,2,4,6,5,0.20273255,0.16823612,0.20273255,5,10,HSSWKCAT04,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,9.0,7.0,8.0,1.0
700,CF,1,160317_1442,1,1,4,88,5,8,0,8,8,0.073473334,0.06632853,0.073473334,5,10,HSSWKCAT04,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,9.0,7.0,8.0,1.0
701,CF,1,160317_1442,1,1,4,88,6,1,0,1,1,0.09531018,0.0,0.09531018,5,10,HSSWKCAT04,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,9.0,7.0,8.0,1.0
702,CF,1,160317_1442,1,1,4,88,7,4,4,8,7,0.13265707,0.11750091,0.13265707,5,10,HSSWKCAT04,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,9.0,7.0,8.0,1.0
703,CF,1,160317_1442,1,1,4,88,8,4,0,4,4,0.08411806,0.06559107,0.08411806,5,10,HSSWKCAT04,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,9.0,7.0,8.0,1.0
704,CF,1,160317_1442,1,1,5,89,1,1,0,1,5,0.4054651,0.33647224,0.4054651,7,18,HSSWKCAT05,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
705,CF,1,160317_1442,1,1,5,89,2,2,4,6,6,0.23500182,0.20273255,0.23500182,7,18,HSSWKCAT05,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
706,CF,1,160317_1442,1,1,5,89,3,4,0,4,4,0.08411806,0.06559107,0.08411806,7,18,HSSWKCAT05,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
707,CF,1,160317_1442,1,1,5,89,4,2,0,2,3,0.13118213,0.09116078,0.13118213,7,18,HSSWKCAT05,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
708,CF,1,160317_1442,1,1,5,89,5,8,4,12,4,0.04205903,0.032795534,0.04205903,7,18,HSSWKCAT05,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
709,CF,1,160317_1442,1,1,5,89,6,4,4,8,5,0.101366274,0.08411806,0.101366274,7,18,HSSWKCAT05,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
710,CF,1,160317_1442,1,1,5,89,7,8,0,8,5,0.05068314,0.04205903,0.05068314,7,18,HSSWKCAT05,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
711,CF,1,160317_1442,1,1,5,89,8,1,4,5,6,0.47000363,0.4054651,0.47000363,7,18,HSSWKCAT05,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
712,CF,1,160317_1442,1,1,6,90,1,2,0,2,6,0.23500182,0.20273255,0.23500182,6,17,HSSWKCAT07,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,English,,,,9.0,8.0,10.0,10.0,0.0
713,CF,1,160317_1442,1,1,6,90,2,8,0,8,8,0.073473334,0.06632853,0.073473334,6,17,HSSWKCAT07,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,English,,,,9.0,8.0,10.0,10.0,0.0
714,CF,1,160317_1442,1,1,6,90,3,1,4,5,7,0.53062826,0.47000363,0.53062826,6,17,HSSWKCAT07,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,English,,,,9.0,8.0,10.0,10.0,0.0
715,CF,1,160317_1442,1,1,6,90,4,4,0,4,6,0.11750091,0.101366274,0.11750091,6,17,HSSWKCAT07,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,English,,,,9.0,8.0,10.0,10.0,0.0
716,CF,1,160317_1442,1,1,6,90,5,8,4,12,6,0.058750454,0.05068314,0.058750454,6,17,HSSWKCAT07,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,English,,,,9.0,8.0,10.0,10.0,0.0
717,CF,1,160317_1442,1,1,6,90,6,2,4,6,7,0.26531413,0.23500182,0.26531413,6,17,HSSWKCAT07,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,English,,,,9.0,8.0,10.0,10.0,0.0
718,CF,1,160317_1442,1,1,6,90,7,4,4,8,7,0.13265707,0.11750091,0.13265707,6,17,HSSWKCAT07,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,English,,,,9.0,8.0,10.0,10.0,0.0
719,CF,1,160317_1442,1,1,6,90,8,1,0,1,6,0.47000363,0.4054651,0.47000363,6,17,HSSWKCAT07,Male,Chinese;,No,4,0,1,0,Foreigner,Malaysian Chinese,,English,,,,9.0,8.0,10.0,10.0,0.0
720,CF,1,160317_1442,1,1,7,91,1,8,4,12,5,0.05068314,0.04205903,0.05068314,1,17,HSSWKCAT08,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,7.0,10.0,8.0,0.0
721,CF,1,160317_1442,1,1,7,91,2,2,0,2,7,0.26531413,0.23500182,0.26531413,1,17,HSSWKCAT08,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,7.0,10.0,8.0,0.0
722,CF,1,160317_1442,1,1,7,91,3,1,4,5,5,0.4054651,0.33647224,0.4054651,1,17,HSSWKCAT08,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,7.0,10.0,8.0,0.0
723,CF,1,160317_1442,1,1,7,91,4,2,4,6,3,0.13118213,0.09116078,0.13118213,1,17,HSSWKCAT08,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,7.0,10.0,8.0,0.0
724,CF,1,160317_1442,1,1,7,91,5,8,0,8,2,0.022790195,0.011913772,0.022790195,1,17,HSSWKCAT08,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,7.0,10.0,8.0,0.0
725,CF,1,160317_1442,1,1,7,91,6,1,0,1,7,0.53062826,0.47000363,0.53062826,1,17,HSSWKCAT08,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,7.0,10.0,8.0,0.0
726,CF,1,160317_1442,1,1,7,91,7,4,4,8,2,0.04558039,0.023827545,0.04558039,1,17,HSSWKCAT08,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,7.0,10.0,8.0,0.0
727,CF,1,160317_1442,1,1,7,91,8,4,0,4,9,0.16046347,0.14694667,0.16046347,1,17,HSSWKCAT08,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,7.0,10.0,8.0,0.0
728,CF,1,160317_1442,1,1,8,92,1,2,4,6,8,0.29389334,0.26531413,0.29389334,2,10,HSSWKCAT10,Male,Chinese;,No,2,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,8.0,9.0,8.0,8.0,1.0
729,CF,1,160317_1442,1,1,8,92,2,1,0,1,6,0.47000363,0.4054651,0.47000363,2,10,HSSWKCAT10,Male,Chinese;,No,2,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,8.0,9.0,8.0,8.0,1.0
730,CF,1,160317_1442,1,1,8,92,3,8,0,8,9,0.08023173,0.073473334,0.08023173,2,10,HSSWKCAT10,Male,Chinese;,No,2,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,8.0,9.0,8.0,8.0,1.0
731,CF,1,160317_1442,1,1,8,92,4,8,4,12,9,0.08023173,0.073473334,0.08023173,2,10,HSSWKCAT10,Male,Chinese;,No,2,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,8.0,9.0,8.0,8.0,1.0
732,CF,1,160317_1442,1,1,8,92,5,4,4,8,8,0.14694667,0.13265707,0.14694667,2,10,HSSWKCAT10,Male,Chinese;,No,2,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,8.0,9.0,8.0,8.0,1.0
733,CF,1,160317_1442,1,1,8,92,6,1,4,5,8,0.5877867,0.53062826,0.5877867,2,10,HSSWKCAT10,Male,Chinese;,No,2,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,8.0,9.0,8.0,8.0,1.0
734,CF,1,160317_1442,1,1,8,92,7,4,0,4,7,0.13265707,0.11750091,0.13265707,2,10,HSSWKCAT10,Male,Chinese;,No,2,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,8.0,9.0,8.0,8.0,1.0
735,CF,1,160317_1442,1,1,8,92,8,2,0,2,7,0.26531413,0.23500182,0.26531413,2,10,HSSWKCAT10,Male,Chinese;,No,2,0,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,8.0,9.0,8.0,8.0,1.0
736,CF,1,160317_1442,1,1,9,93,1,8,0,8,6,0.058750454,0.05068314,0.058750454,3,19,HSSWKCAT12,Male,Chinese;,Yes,1,0,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,9.0,7.0,0.0
737,CF,1,160317_1442,1,1,9,93,2,2,0,2,9,0.32092693,0.29389334,0.32092693,3,19,HSSWKCAT12,Male,Chinese;,Yes,1,0,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,9.0,7.0,0.0
738,CF,1,160317_1442,1,1,9,93,3,4,4,8,5,0.101366274,0.08411806,0.101366274,3,19,HSSWKCAT12,Male,Chinese;,Yes,1,0,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,9.0,7.0,0.0
739,CF,1,160317_1442,1,1,9,93,4,1,4,5,3,0.26236427,0.18232156,0.26236427,3,19,HSSWKCAT12,Male,Chinese;,Yes,1,0,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,9.0,7.0,0.0
740,CF,1,160317_1442,1,1,9,93,5,2,4,6,5,0.20273255,0.16823612,0.20273255,3,19,HSSWKCAT12,Male,Chinese;,Yes,1,0,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,9.0,7.0,0.0
741,CF,1,160317_1442,1,1,9,93,6,4,0,4,5,0.101366274,0.08411806,0.101366274,3,19,HSSWKCAT12,Male,Chinese;,Yes,1,0,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,9.0,7.0,0.0
742,CF,1,160317_1442,1,1,9,93,7,1,0,1,3,0.26236427,0.18232156,0.26236427,3,19,HSSWKCAT12,Male,Chinese;,Yes,1,0,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,9.0,7.0,0.0
743,CF,1,160317_1442,1,1,9,93,8,8,4,12,8,0.073473334,0.06632853,0.073473334,3,19,HSSWKCAT12,Male,Chinese;,Yes,1,0,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,9.0,7.0,0.0
744,CF,1,160317_1442,1,1,10,94,1,8,4,12,6,0.058750454,0.05068314,0.058750454,4,19,HSSWKCAT13,Female,Chinese;,Yes,1,1,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,8.0,10.0,7.0,0.0
745,CF,1,160317_1442,1,1,10,94,2,4,0,4,8,0.14694667,0.13265707,0.14694667,4,19,HSSWKCAT13,Female,Chinese;,Yes,1,1,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,8.0,10.0,7.0,0.0
746,CF,1,160317_1442,1,1,10,94,3,1,0,1,5,0.4054651,0.33647224,0.4054651,4,19,HSSWKCAT13,Female,Chinese;,Yes,1,1,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,8.0,10.0,7.0,0.0
747,CF,1,160317_1442,1,1,10,94,4,2,0,2,6,0.23500182,0.20273255,0.23500182,4,19,HSSWKCAT13,Female,Chinese;,Yes,1,1,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,8.0,10.0,7.0,0.0
748,CF,1,160317_1442,1,1,10,94,5,2,4,6,4,0.16823612,0.13118213,0.16823612,4,19,HSSWKCAT13,Female,Chinese;,Yes,1,1,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,8.0,10.0,7.0,0.0
749,CF,1,160317_1442,1,1,10,94,6,8,0,8,9,0.08023173,0.073473334,0.08023173,4,19,HSSWKCAT13,Female,Chinese;,Yes,1,1,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,8.0,10.0,7.0,0.0
750,CF,1,160317_1442,1,1,10,94,7,1,4,5,5,0.4054651,0.33647224,0.4054651,4,19,HSSWKCAT13,Female,Chinese;,Yes,1,1,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,8.0,10.0,7.0,0.0
751,CF,1,160317_1442,1,1,10,94,8,4,4,8,6,0.11750091,0.101366274,0.11750091,4,19,HSSWKCAT13,Female,Chinese;,Yes,1,1,1,1,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,8.0,10.0,7.0,0.0
752,CF,1,160317_1442,1,1,11,95,1,2,4,6,9,0.32092693,0.29389334,0.32092693,8,10,HSSWKCAT14,Female,Chinese;,No,2,1,1,0,Permanent Resident,Others,Indonesian Chinese,Other language,,,,8.0,3.0,8.0,3.0,
753,CF,1,160317_1442,1,1,11,95,2,1,4,5,9,0.64185387,0.5877867,0.64185387,8,10,HSSWKCAT14,Female,Chinese;,No,2,1,1,0,Permanent Resident,Others,Indonesian Chinese,Other language,,,,8.0,3.0,8.0,3.0,
754,CF,1,160317_1442,1,1,11,95,3,1,0,1,9,0.64185387,0.5877867,0.64185387,8,10,HSSWKCAT14,Female,Chinese;,No,2,1,1,0,Permanent Resident,Others,Indonesian Chinese,Other language,,,,8.0,3.0,8.0,3.0,
755,CF,1,160317_1442,1,1,11,95,4,2,0,2,9,0.32092693,0.29389334,0.32092693,8,10,HSSWKCAT14,Female,Chinese;,No,2,1,1,0,Permanent Resident,Others,Indonesian Chinese,Other language,,,,8.0,3.0,8.0,3.0,
756,CF,1,160317_1442,1,1,11,95,5,8,0,8,9,0.08023173,0.073473334,0.08023173,8,10,HSSWKCAT14,Female,Chinese;,No,2,1,1,0,Permanent Resident,Others,Indonesian Chinese,Other language,,,,8.0,3.0,8.0,3.0,
757,CF,1,160317_1442,1,1,11,95,6,4,0,4,9,0.16046347,0.14694667,0.16046347,8,10,HSSWKCAT14,Female,Chinese;,No,2,1,1,0,Permanent Resident,Others,Indonesian Chinese,Other language,,,,8.0,3.0,8.0,3.0,
758,CF,1,160317_1442,1,1,11,95,7,4,4,8,9,0.16046347,0.14694667,0.16046347,8,10,HSSWKCAT14,Female,Chinese;,No,2,1,1,0,Permanent Resident,Others,Indonesian Chinese,Other language,,,,8.0,3.0,8.0,3.0,
759,CF,1,160317_1442,1,1,11,95,8,8,4,12,9,0.08023173,0.073473334,0.08023173,8,10,HSSWKCAT14,Female,Chinese;,No,2,1,1,0,Permanent Resident,Others,Indonesian Chinese,Other language,,,,8.0,3.0,8.0,3.0,
760,CF,1,160317_1442,1,1,12,96,1,8,4,12,9,0.08023173,0.073473334,0.08023173,6,15,HSSWKCAT15,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,6.0,10.0,1.0
761,CF,1,160317_1442,1,1,12,96,2,4,0,4,9,0.16046347,0.14694667,0.16046347,6,15,HSSWKCAT15,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,6.0,10.0,1.0
762,CF,1,160317_1442,1,1,12,96,3,1,0,1,9,0.64185387,0.5877867,0.64185387,6,15,HSSWKCAT15,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,6.0,10.0,1.0
763,CF,1,160317_1442,1,1,12,96,4,2,0,2,9,0.32092693,0.29389334,0.32092693,6,15,HSSWKCAT15,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,6.0,10.0,1.0
764,CF,1,160317_1442,1,1,12,96,5,2,4,6,6,0.23500182,0.20273255,0.23500182,6,15,HSSWKCAT15,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,6.0,10.0,1.0
765,CF,1,160317_1442,1,1,12,96,6,8,0,8,5,0.05068314,0.04205903,0.05068314,6,15,HSSWKCAT15,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,6.0,10.0,1.0
766,CF,1,160317_1442,1,1,12,96,7,1,4,5,9,0.64185387,0.5877867,0.64185387,6,15,HSSWKCAT15,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,6.0,10.0,1.0
767,CF,1,160317_1442,1,1,12,96,8,4,4,8,5,0.101366274,0.08411806,0.101366274,6,15,HSSWKCAT15,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,6.0,10.0,1.0
768,CF,1,160317_1442,1,1,13,97,1,2,4,6,5,0.20273255,0.16823612,0.20273255,1,17,HSSWKCAT17,Male,Chinese;,Yes,2,0,1,1,Singapore Citizen,Singaporean Chinese,,Teochew,,,,7.0,7.0,8.0,9.0,1.0
769,CF,1,160317_1442,1,1,13,97,2,1,0,1,3,0.26236427,0.18232156,0.26236427,1,17,HSSWKCAT17,Male,Chinese;,Yes,2,0,1,1,Singapore Citizen,Singaporean Chinese,,Teochew,,,,7.0,7.0,8.0,9.0,1.0
770,CF,1,160317_1442,1,1,13,97,3,8,0,8,8,0.073473334,0.06632853,0.073473334,1,17,HSSWKCAT17,Male,Chinese;,Yes,2,0,1,1,Singapore Citizen,Singaporean Chinese,,Teochew,,,,7.0,7.0,8.0,9.0,1.0
771,CF,1,160317_1442,1,1,13,97,4,8,4,12,9,0.08023173,0.073473334,0.08023173,1,17,HSSWKCAT17,Male,Chinese;,Yes,2,0,1,1,Singapore Citizen,Singaporean Chinese,,Teochew,,,,7.0,7.0,8.0,9.0,1.0
772,CF,1,160317_1442,1,1,13,97,5,4,4,8,8,0.14694667,0.13265707,0.14694667,1,17,HSSWKCAT17,Male,Chinese;,Yes,2,0,1,1,Singapore Citizen,Singaporean Chinese,,Teochew,,,,7.0,7.0,8.0,9.0,1.0
773,CF,1,160317_1442,1,1,13,97,6,1,4,5,3,0.26236427,0.18232156,0.26236427,1,17,HSSWKCAT17,Male,Chinese;,Yes,2,0,1,1,Singapore Citizen,Singaporean Chinese,,Teochew,,,,7.0,7.0,8.0,9.0,1.0
774,CF,1,160317_1442,1,1,13,97,7,4,0,4,8,0.14694667,0.13265707,0.14694667,1,17,HSSWKCAT17,Male,Chinese;,Yes,2,0,1,1,Singapore Citizen,Singaporean Chinese,,Teochew,,,,7.0,7.0,8.0,9.0,1.0
775,CF,1,160317_1442,1,1,13,97,8,2,0,2,3,0.13118213,0.09116078,0.13118213,1,17,HSSWKCAT17,Male,Chinese;,Yes,2,0,1,1,Singapore Citizen,Singaporean Chinese,,Teochew,,,,7.0,7.0,8.0,9.0,1.0
776,CF,1,160317_1442,1,1,14,98,1,8,4,12,3,0.032795534,0.022790195,0.032795534,3,10,HSSWKCAT18,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,9.0,9.0,6.0,8.0,1.0
777,CF,1,160317_1442,1,1,14,98,2,2,4,6,6,0.23500182,0.20273255,0.23500182,3,10,HSSWKCAT18,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,9.0,9.0,6.0,8.0,1.0
778,CF,1,160317_1442,1,1,14,98,3,8,0,8,9,0.08023173,0.073473334,0.08023173,3,10,HSSWKCAT18,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,9.0,9.0,6.0,8.0,1.0
779,CF,1,160317_1442,1,1,14,98,4,1,0,1,1,0.09531018,0.0,0.09531018,3,10,HSSWKCAT18,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,9.0,9.0,6.0,8.0,1.0
780,CF,1,160317_1442,1,1,14,98,5,2,0,2,3,0.13118213,0.09116078,0.13118213,3,10,HSSWKCAT18,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,9.0,9.0,6.0,8.0,1.0
781,CF,1,160317_1442,1,1,14,98,6,4,4,8,3,0.06559107,0.04558039,0.06559107,3,10,HSSWKCAT18,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,9.0,9.0,6.0,8.0,1.0
782,CF,1,160317_1442,1,1,14,98,7,1,4,5,9,0.64185387,0.5877867,0.64185387,3,10,HSSWKCAT18,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,9.0,9.0,6.0,8.0,1.0
783,CF,1,160317_1442,1,1,14,98,8,4,0,4,4,0.08411806,0.06559107,0.08411806,3,10,HSSWKCAT18,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,9.0,9.0,6.0,8.0,1.0
784,CF,1,160317_1442,1,1,15,99,1,2,4,6,9,0.32092693,0.29389334,0.32092693,7,10,HSSWKCAT19,Female,Others;,No,2,1,0,0,Foreigner,Others,VIETNAMESE,English,,,,8.0,4.0,9.0,3.0,0.0
785,CF,1,160317_1442,1,1,15,99,2,1,0,1,9,0.64185387,0.5877867,0.64185387,7,10,HSSWKCAT19,Female,Others;,No,2,1,0,0,Foreigner,Others,VIETNAMESE,English,,,,8.0,4.0,9.0,3.0,0.0
786,CF,1,160317_1442,1,1,15,99,3,8,0,8,9,0.08023173,0.073473334,0.08023173,7,10,HSSWKCAT19,Female,Others;,No,2,1,0,0,Foreigner,Others,VIETNAMESE,English,,,,8.0,4.0,9.0,3.0,0.0
787,CF,1,160317_1442,1,1,15,99,4,8,4,12,9,0.08023173,0.073473334,0.08023173,7,10,HSSWKCAT19,Female,Others;,No,2,1,0,0,Foreigner,Others,VIETNAMESE,English,,,,8.0,4.0,9.0,3.0,0.0
788,CF,1,160317_1442,1,1,15,99,5,4,4,8,9,0.16046347,0.14694667,0.16046347,7,10,HSSWKCAT19,Female,Others;,No,2,1,0,0,Foreigner,Others,VIETNAMESE,English,,,,8.0,4.0,9.0,3.0,0.0
789,CF,1,160317_1442,1,1,15,99,6,1,4,5,9,0.64185387,0.5877867,0.64185387,7,10,HSSWKCAT19,Female,Others;,No,2,1,0,0,Foreigner,Others,VIETNAMESE,English,,,,8.0,4.0,9.0,3.0,0.0
790,CF,1,160317_1442,1,1,15,99,7,4,0,4,9,0.16046347,0.14694667,0.16046347,7,10,HSSWKCAT19,Female,Others;,No,2,1,0,0,Foreigner,Others,VIETNAMESE,English,,,,8.0,4.0,9.0,3.0,0.0
791,CF,1,160317_1442,1,1,15,99,8,2,0,2,9,0.32092693,0.29389334,0.32092693,7,10,HSSWKCAT19,Female,Others;,No,2,1,0,0,Foreigner,Others,VIETNAMESE,English,,,,8.0,4.0,9.0,3.0,0.0
792,CF,1,160317_1442,1,1,16,100,1,2,4,6,9,0.32092693,0.29389334,0.32092693,6,10,HSSWKCAT20,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,5.0,0.0
793,CF,1,160317_1442,1,1,16,100,2,1,0,1,9,0.64185387,0.5877867,0.64185387,6,10,HSSWKCAT20,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,5.0,0.0
794,CF,1,160317_1442,1,1,16,100,3,8,4,12,9,0.08023173,0.073473334,0.08023173,6,10,HSSWKCAT20,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,5.0,0.0
795,CF,1,160317_1442,1,1,16,100,4,8,0,8,9,0.08023173,0.073473334,0.08023173,6,10,HSSWKCAT20,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,5.0,0.0
796,CF,1,160317_1442,1,1,16,100,5,1,4,5,9,0.64185387,0.5877867,0.64185387,6,10,HSSWKCAT20,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,5.0,0.0
797,CF,1,160317_1442,1,1,16,100,6,4,4,8,9,0.16046347,0.14694667,0.16046347,6,10,HSSWKCAT20,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,5.0,0.0
798,CF,1,160317_1442,1,1,16,100,7,4,0,4,9,0.16046347,0.14694667,0.16046347,6,10,HSSWKCAT20,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,5.0,0.0
799,CF,1,160317_1442,1,1,16,100,8,2,0,2,9,0.32092693,0.29389334,0.32092693,6,10,HSSWKCAT20,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,5.0,0.0
800,CF,1,160317_1442,1,1,17,101,1,8,4,12,9,0.08023173,0.073473334,0.08023173,7,19,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
801,CF,1,160317_1442,1,1,17,101,2,2,4,6,9,0.32092693,0.29389334,0.32092693,7,19,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
802,CF,1,160317_1442,1,1,17,101,3,8,0,8,9,0.08023173,0.073473334,0.08023173,7,19,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,10.0,10.0,10.0,10.0,0.0
