,treatment,location,session,futuretense,mandarin,id,participant,period,a,b,c,d,interestrate,lowerbound,upperbound,randomperiod,finalprofit,client,gender,race,econ,course,female,chinese,econmajor,immi,identity,r1,l1,otherlanguage,whichlanguage,engcountry,pro1,pro2,often1,often2,chineseismainlanguage0english1ma
104,CN,1,160315_1339,0,1,14,14,1,8,0,8,2,0.022790195,0.011913772,0.022790195,3,14,HSSWKCAT18,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,7.0,10.0,9.0,0.0
105,CN,1,160315_1339,0,1,14,14,2,2,0,2,1,0.04765509,0.0,0.04765509,3,14,HSSWKCAT18,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,7.0,10.0,9.0,0.0
106,CN,1,160315_1339,0,1,14,14,3,4,4,8,3,0.06559107,0.04558039,0.06559107,3,14,HSSWKCAT18,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,7.0,10.0,9.0,0.0
107,CN,1,160315_1339,0,1,14,14,4,1,4,5,1,0.09531018,0.0,0.09531018,3,14,HSSWKCAT18,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,7.0,10.0,9.0,0.0
108,CN,1,160315_1339,0,1,14,14,5,2,4,6,2,0.09116078,0.04765509,0.09116078,3,14,HSSWKCAT18,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,7.0,10.0,9.0,0.0
109,CN,1,160315_1339,0,1,14,14,6,4,0,4,4,0.08411806,0.06559107,0.08411806,3,14,HSSWKCAT18,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,7.0,10.0,9.0,0.0
110,CN,1,160315_1339,0,1,14,14,7,1,0,1,1,0.09531018,0.0,0.09531018,3,14,HSSWKCAT18,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,7.0,10.0,9.0,0.0
111,CN,1,160315_1339,0,1,14,14,8,8,4,12,9,0.08023173,0.073473334,0.08023173,3,14,HSSWKCAT18,Male,Chinese;,No,3,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,7.0,10.0,9.0,0.0
112,CN,1,160315_1339,0,1,15,15,1,8,4,12,5,0.05068314,0.04205903,0.05068314,1,16,HSSWKCAT19,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,9.0,8.0,10.0,0.0
113,CN,1,160315_1339,0,1,15,15,2,2,0,2,3,0.13118213,0.09116078,0.13118213,1,16,HSSWKCAT19,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,9.0,8.0,10.0,0.0
114,CN,1,160315_1339,0,1,15,15,3,1,4,5,5,0.4054651,0.33647224,0.4054651,1,16,HSSWKCAT19,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,9.0,8.0,10.0,0.0
115,CN,1,160315_1339,0,1,15,15,4,2,4,6,5,0.20273255,0.16823612,0.20273255,1,16,HSSWKCAT19,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,9.0,8.0,10.0,0.0
116,CN,1,160315_1339,0,1,15,15,5,8,0,8,6,0.058750454,0.05068314,0.058750454,1,16,HSSWKCAT19,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,9.0,8.0,10.0,0.0
117,CN,1,160315_1339,0,1,15,15,6,1,0,1,1,0.09531018,0.0,0.09531018,1,16,HSSWKCAT19,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,9.0,8.0,10.0,0.0
118,CN,1,160315_1339,0,1,15,15,7,4,4,8,4,0.08411806,0.06559107,0.08411806,1,16,HSSWKCAT19,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,9.0,8.0,10.0,0.0
119,CN,1,160315_1339,0,1,15,15,8,4,0,4,3,0.06559107,0.04558039,0.06559107,1,16,HSSWKCAT19,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,9.0,8.0,10.0,0.0
120,CN,1,160315_1339,0,1,16,16,1,8,4,12,9,0.08023173,0.073473334,0.08023173,7,10,HSSWKCAT20,Male,Chinese;,Yes,4,0,1,1,Foreigner,Others,Indonesian Chinese,Teochew,,,,7.0,8.0,9.0,3.0,1.0
121,CN,1,160315_1339,0,1,16,16,2,2,4,6,5,0.20273255,0.16823612,0.20273255,7,10,HSSWKCAT20,Male,Chinese;,Yes,4,0,1,1,Foreigner,Others,Indonesian Chinese,Teochew,,,,7.0,8.0,9.0,3.0,1.0
122,CN,1,160315_1339,0,1,16,16,3,8,0,8,7,0.06632853,0.058750454,0.06632853,7,10,HSSWKCAT20,Male,Chinese;,Yes,4,0,1,1,Foreigner,Others,Indonesian Chinese,Teochew,,,,7.0,8.0,9.0,3.0,1.0
123,CN,1,160315_1339,0,1,16,16,4,1,0,1,1,0.09531018,0.0,0.09531018,7,10,HSSWKCAT20,Male,Chinese;,Yes,4,0,1,1,Foreigner,Others,Indonesian Chinese,Teochew,,,,7.0,8.0,9.0,3.0,1.0
124,CN,1,160315_1339,0,1,16,16,5,2,0,2,1,0.04765509,0.0,0.04765509,7,10,HSSWKCAT20,Male,Chinese;,Yes,4,0,1,1,Foreigner,Others,Indonesian Chinese,Teochew,,,,7.0,8.0,9.0,3.0,1.0
125,CN,1,160315_1339,0,1,16,16,6,4,4,8,5,0.101366274,0.08411806,0.101366274,7,10,HSSWKCAT20,Male,Chinese;,Yes,4,0,1,1,Foreigner,Others,Indonesian Chinese,Teochew,,,,7.0,8.0,9.0,3.0,1.0
126,CN,1,160315_1339,0,1,16,16,7,1,4,5,8,0.5877867,0.53062826,0.5877867,7,10,HSSWKCAT20,Male,Chinese;,Yes,4,0,1,1,Foreigner,Others,Indonesian Chinese,Teochew,,,,7.0,8.0,9.0,3.0,1.0
127,CN,1,160315_1339,0,1,16,16,8,4,0,4,8,0.14694667,0.13265707,0.14694667,7,10,HSSWKCAT20,Male,Chinese;,Yes,4,0,1,1,Foreigner,Others,Indonesian Chinese,Teochew,,,,7.0,8.0,9.0,3.0,1.0
128,CN,1,160315_1339,0,1,17,17,1,8,0,8,5,0.05068314,0.04205903,0.05068314,4,16,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,7.0,7.0,8.0,1.0
129,CN,1,160315_1339,0,1,17,17,2,2,0,2,9,0.32092693,0.29389334,0.32092693,4,16,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,7.0,7.0,8.0,1.0
130,CN,1,160315_1339,0,1,17,17,3,4,4,8,6,0.11750091,0.101366274,0.11750091,4,16,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,7.0,7.0,8.0,1.0
131,CN,1,160315_1339,0,1,17,17,4,1,4,5,4,0.33647224,0.26236427,0.33647224,4,16,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,7.0,7.0,8.0,1.0
132,CN,1,160315_1339,0,1,17,17,5,2,4,6,9,0.32092693,0.29389334,0.32092693,4,16,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,7.0,7.0,8.0,1.0
133,CN,1,160315_1339,0,1,17,17,6,4,0,4,6,0.11750091,0.101366274,0.11750091,4,16,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,7.0,7.0,8.0,1.0
134,CN,1,160315_1339,0,1,17,17,7,1,0,1,9,0.64185387,0.5877867,0.64185387,4,16,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,7.0,7.0,8.0,1.0
135,CN,1,160315_1339,0,1,17,17,8,8,4,12,9,0.08023173,0.073473334,0.08023173,4,16,HSSWKCAT21,Male,Chinese;,No,4,0,1,0,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,7.0,7.0,8.0,1.0
136,CN,1,160315_1339,0,1,18,18,1,8,4,12,9,0.08023173,0.073473334,0.08023173,8,10,HSSWKCAT22,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,3.0,10.0,1.0
137,CN,1,160315_1339,0,1,18,18,2,2,4,6,6,0.23500182,0.20273255,0.23500182,8,10,HSSWKCAT22,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,3.0,10.0,1.0
138,CN,1,160315_1339,0,1,18,18,3,8,0,8,9,0.08023173,0.073473334,0.08023173,8,10,HSSWKCAT22,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,3.0,10.0,1.0
139,CN,1,160315_1339,0,1,18,18,4,1,0,1,9,0.64185387,0.5877867,0.64185387,8,10,HSSWKCAT22,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,3.0,10.0,1.0
140,CN,1,160315_1339,0,1,18,18,5,2,0,2,9,0.32092693,0.29389334,0.32092693,8,10,HSSWKCAT22,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,3.0,10.0,1.0
141,CN,1,160315_1339,0,1,18,18,6,4,4,8,9,0.16046347,0.14694667,0.16046347,8,10,HSSWKCAT22,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,3.0,10.0,1.0
142,CN,1,160315_1339,0,1,18,18,7,1,4,5,1,0.09531018,0.0,0.09531018,8,10,HSSWKCAT22,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,3.0,10.0,1.0
143,CN,1,160315_1339,0,1,18,18,8,4,0,4,9,0.16046347,0.14694667,0.16046347,8,10,HSSWKCAT22,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,10.0,3.0,10.0,1.0
144,CN,1,160315_1339,0,1,19,19,1,8,4,12,9,0.08023173,0.073473334,0.08023173,2,10,HSSWKCAT23,Male,Chinese;,No,1,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,7.0,7.0,7.0,6.0,1.0
145,CN,1,160315_1339,0,1,19,19,2,2,4,6,9,0.32092693,0.29389334,0.32092693,2,10,HSSWKCAT23,Male,Chinese;,No,1,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,7.0,7.0,7.0,6.0,1.0
146,CN,1,160315_1339,0,1,19,19,3,8,0,8,9,0.08023173,0.073473334,0.08023173,2,10,HSSWKCAT23,Male,Chinese;,No,1,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,7.0,7.0,7.0,6.0,1.0
147,CN,1,160315_1339,0,1,19,19,4,1,0,1,9,0.64185387,0.5877867,0.64185387,2,10,HSSWKCAT23,Male,Chinese;,No,1,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,7.0,7.0,7.0,6.0,1.0
148,CN,1,160315_1339,0,1,19,19,5,2,0,2,9,0.32092693,0.29389334,0.32092693,2,10,HSSWKCAT23,Male,Chinese;,No,1,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,7.0,7.0,7.0,6.0,1.0
149,CN,1,160315_1339,0,1,19,19,6,4,4,8,9,0.16046347,0.14694667,0.16046347,2,10,HSSWKCAT23,Male,Chinese;,No,1,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,7.0,7.0,7.0,6.0,1.0
150,CN,1,160315_1339,0,1,19,19,7,1,4,5,10,0.6931472,0.64185387,0.6931472,2,10,HSSWKCAT23,Male,Chinese;,No,1,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,7.0,7.0,7.0,6.0,1.0
151,CN,1,160315_1339,0,1,19,19,8,4,0,4,9,0.16046347,0.14694667,0.16046347,2,10,HSSWKCAT23,Male,Chinese;,No,1,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,7.0,7.0,7.0,6.0,1.0
152,CN,1,160315_1339,0,1,20,20,1,2,4,6,6,0.23500182,0.20273255,0.23500182,8,18,HSSWKCAT24,Female,Chinese;,Yes,3,1,1,1,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,8.0,6.0,8.0,1.0
153,CN,1,160315_1339,0,1,20,20,2,1,0,1,9,0.64185387,0.5877867,0.64185387,8,18,HSSWKCAT24,Female,Chinese;,Yes,3,1,1,1,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,8.0,6.0,8.0,1.0
154,CN,1,160315_1339,0,1,20,20,3,8,0,8,6,0.058750454,0.05068314,0.058750454,8,18,HSSWKCAT24,Female,Chinese;,Yes,3,1,1,1,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,8.0,6.0,8.0,1.0
155,CN,1,160315_1339,0,1,20,20,4,8,4,12,9,0.08023173,0.073473334,0.08023173,8,18,HSSWKCAT24,Female,Chinese;,Yes,3,1,1,1,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,8.0,6.0,8.0,1.0
156,CN,1,160315_1339,0,1,20,20,5,4,4,8,6,0.11750091,0.101366274,0.11750091,8,18,HSSWKCAT24,Female,Chinese;,Yes,3,1,1,1,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,8.0,6.0,8.0,1.0
157,CN,1,160315_1339,0,1,20,20,6,1,4,5,5,0.4054651,0.33647224,0.4054651,8,18,HSSWKCAT24,Female,Chinese;,Yes,3,1,1,1,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,8.0,6.0,8.0,1.0
158,CN,1,160315_1339,0,1,20,20,7,4,0,4,9,0.16046347,0.14694667,0.16046347,8,18,HSSWKCAT24,Female,Chinese;,Yes,3,1,1,1,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,8.0,6.0,8.0,1.0
159,CN,1,160315_1339,0,1,20,20,8,2,0,2,8,0.29389334,0.26531413,0.29389334,8,18,HSSWKCAT24,Female,Chinese;,Yes,3,1,1,1,Foreigner,Malaysian Chinese,,Mandarin,,,,7.0,8.0,6.0,8.0,1.0
160,CN,1,160315_1339,0,1,21,21,1,2,4,6,9,0.32092693,0.29389334,0.32092693,7,10,HSSWKCAT25,Female,Chinese;,Yes,3,1,1,1,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,9.0,5.0,10.0,1.0
161,CN,1,160315_1339,0,1,21,21,2,2,0,2,6,0.23500182,0.20273255,0.23500182,7,10,HSSWKCAT25,Female,Chinese;,Yes,3,1,1,1,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,9.0,5.0,10.0,1.0
162,CN,1,160315_1339,0,1,21,21,3,1,4,5,9,0.64185387,0.5877867,0.64185387,7,10,HSSWKCAT25,Female,Chinese;,Yes,3,1,1,1,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,9.0,5.0,10.0,1.0
163,CN,1,160315_1339,0,1,21,21,4,8,0,8,9,0.08023173,0.073473334,0.08023173,7,10,HSSWKCAT25,Female,Chinese;,Yes,3,1,1,1,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,9.0,5.0,10.0,1.0
164,CN,1,160315_1339,0,1,21,21,5,4,0,4,9,0.16046347,0.14694667,0.16046347,7,10,HSSWKCAT25,Female,Chinese;,Yes,3,1,1,1,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,9.0,5.0,10.0,1.0
165,CN,1,160315_1339,0,1,21,21,6,1,0,1,8,0.5877867,0.53062826,0.5877867,7,10,HSSWKCAT25,Female,Chinese;,Yes,3,1,1,1,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,9.0,5.0,10.0,1.0
166,CN,1,160315_1339,0,1,21,21,7,4,4,8,9,0.16046347,0.14694667,0.16046347,7,10,HSSWKCAT25,Female,Chinese;,Yes,3,1,1,1,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,9.0,5.0,10.0,1.0
167,CN,1,160315_1339,0,1,21,21,8,8,4,12,8,0.073473334,0.06632853,0.073473334,7,10,HSSWKCAT25,Female,Chinese;,Yes,3,1,1,1,Permanent Resident,Malaysian Chinese,,Mandarin,,,,7.0,9.0,5.0,10.0,1.0
168,CN,1,160315_1339,0,1,22,22,1,2,4,6,4,0.16823612,0.13118213,0.16823612,6,10,HSSWKCAT27,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,8.0,9.0,7.0,0.0
169,CN,1,160315_1339,0,1,22,22,2,1,0,1,7,0.53062826,0.47000363,0.53062826,6,10,HSSWKCAT27,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,8.0,9.0,7.0,0.0
170,CN,1,160315_1339,0,1,22,22,3,8,0,8,8,0.073473334,0.06632853,0.073473334,6,10,HSSWKCAT27,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,8.0,9.0,7.0,0.0
171,CN,1,160315_1339,0,1,22,22,4,8,4,12,9,0.08023173,0.073473334,0.08023173,6,10,HSSWKCAT27,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,8.0,9.0,7.0,0.0
172,CN,1,160315_1339,0,1,22,22,5,4,4,8,9,0.16046347,0.14694667,0.16046347,6,10,HSSWKCAT27,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,8.0,9.0,7.0,0.0
173,CN,1,160315_1339,0,1,22,22,6,1,4,5,9,0.64185387,0.5877867,0.64185387,6,10,HSSWKCAT27,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,8.0,9.0,7.0,0.0
174,CN,1,160315_1339,0,1,22,22,7,4,0,4,9,0.16046347,0.14694667,0.16046347,6,10,HSSWKCAT27,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,8.0,9.0,7.0,0.0
175,CN,1,160315_1339,0,1,22,22,8,2,0,2,9,0.32092693,0.29389334,0.32092693,6,10,HSSWKCAT27,Male,Chinese;,No,4,0,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,8.0,8.0,9.0,7.0,0.0
176,CN,1,160315_1339,0,1,23,23,1,8,0,8,9,0.08023173,0.073473334,0.08023173,2,19,HSSWKCAT28,Male,Chinese;,No,2,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,6.0,8.0,8.0,8.0,1.0
177,CN,1,160315_1339,0,1,23,23,2,8,4,12,9,0.08023173,0.073473334,0.08023173,2,19,HSSWKCAT28,Male,Chinese;,No,2,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,6.0,8.0,8.0,8.0,1.0
178,CN,1,160315_1339,0,1,23,23,3,2,4,6,9,0.32092693,0.29389334,0.32092693,2,19,HSSWKCAT28,Male,Chinese;,No,2,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,6.0,8.0,8.0,8.0,1.0
179,CN,1,160315_1339,0,1,23,23,4,4,4,8,9,0.16046347,0.14694667,0.16046347,2,19,HSSWKCAT28,Male,Chinese;,No,2,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,6.0,8.0,8.0,8.0,1.0
180,CN,1,160315_1339,0,1,23,23,5,1,0,1,9,0.64185387,0.5877867,0.64185387,2,19,HSSWKCAT28,Male,Chinese;,No,2,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,6.0,8.0,8.0,8.0,1.0
181,CN,1,160315_1339,0,1,23,23,6,4,0,4,9,0.16046347,0.14694667,0.16046347,2,19,HSSWKCAT28,Male,Chinese;,No,2,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,6.0,8.0,8.0,8.0,1.0
182,CN,1,160315_1339,0,1,23,23,7,2,0,2,9,0.32092693,0.29389334,0.32092693,2,19,HSSWKCAT28,Male,Chinese;,No,2,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,6.0,8.0,8.0,8.0,1.0
183,CN,1,160315_1339,0,1,23,23,8,1,4,5,9,0.64185387,0.5877867,0.64185387,2,19,HSSWKCAT28,Male,Chinese;,No,2,0,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,6.0,8.0,8.0,8.0,1.0
184,CN,1,160315_1339,0,1,24,24,1,8,0,8,6,0.058750454,0.05068314,0.058750454,3,18,HSSWKCAT29,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,4.0,9.0,3.0,10.0,1.0
185,CN,1,160315_1339,0,1,24,24,2,8,4,12,4,0.04205903,0.032795534,0.04205903,3,18,HSSWKCAT29,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,4.0,9.0,3.0,10.0,1.0
186,CN,1,160315_1339,0,1,24,24,3,2,4,6,1,0.04765509,0.0,0.04765509,3,18,HSSWKCAT29,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,4.0,9.0,3.0,10.0,1.0
187,CN,1,160315_1339,0,1,24,24,4,4,4,8,2,0.04558039,0.023827545,0.04558039,3,18,HSSWKCAT29,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,4.0,9.0,3.0,10.0,1.0
188,CN,1,160315_1339,0,1,24,24,5,1,0,1,1,0.09531018,0.0,0.09531018,3,18,HSSWKCAT29,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,4.0,9.0,3.0,10.0,1.0
189,CN,1,160315_1339,0,1,24,24,6,4,0,4,2,0.04558039,0.023827545,0.04558039,3,18,HSSWKCAT29,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,4.0,9.0,3.0,10.0,1.0
190,CN,1,160315_1339,0,1,24,24,7,2,0,2,2,0.09116078,0.04765509,0.09116078,3,18,HSSWKCAT29,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,4.0,9.0,3.0,10.0,1.0
191,CN,1,160315_1339,0,1,24,24,8,1,4,5,1,0.09531018,0.0,0.09531018,3,18,HSSWKCAT29,Female,Chinese;,No,4,1,1,0,Foreigner,Malaysian Chinese,,Mandarin,,,,4.0,9.0,3.0,10.0,1.0
192,CN,1,160315_1448,0,1,1,25,1,8,4,12,9,0.08023173,0.073473334,0.08023173,2,10,HSSWKCAT01,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,8.0,9.0,7.0,10.0,1.0
193,CN,1,160315_1448,0,1,1,25,2,2,0,2,9,0.32092693,0.29389334,0.32092693,2,10,HSSWKCAT01,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,8.0,9.0,7.0,10.0,1.0
194,CN,1,160315_1448,0,1,1,25,3,1,4,5,8,0.5877867,0.53062826,0.5877867,2,10,HSSWKCAT01,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,8.0,9.0,7.0,10.0,1.0
195,CN,1,160315_1448,0,1,1,25,4,2,4,6,9,0.32092693,0.29389334,0.32092693,2,10,HSSWKCAT01,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,8.0,9.0,7.0,10.0,1.0
196,CN,1,160315_1448,0,1,1,25,5,8,0,8,8,0.073473334,0.06632853,0.073473334,2,10,HSSWKCAT01,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,8.0,9.0,7.0,10.0,1.0
197,CN,1,160315_1448,0,1,1,25,6,1,0,1,9,0.64185387,0.5877867,0.64185387,2,10,HSSWKCAT01,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,8.0,9.0,7.0,10.0,1.0
198,CN,1,160315_1448,0,1,1,25,7,4,4,8,5,0.101366274,0.08411806,0.101366274,2,10,HSSWKCAT01,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,8.0,9.0,7.0,10.0,1.0
199,CN,1,160315_1448,0,1,1,25,8,4,0,4,7,0.13265707,0.11750091,0.13265707,2,10,HSSWKCAT01,Female,Chinese;,No,3,1,1,0,Singapore Citizen,Singaporean Chinese,,Mandarin,,,,8.0,9.0,7.0,10.0,1.0
200,CN,1,160315_1448,0,1,2,26,1,8,4,12,8,0.073473334,0.06632853,0.073473334,3,15,HSSWKCAT02,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,8.0,8.0,0.0
201,CN,1,160315_1448,0,1,2,26,2,4,0,4,5,0.101366274,0.08411806,0.101366274,3,15,HSSWKCAT02,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,8.0,8.0,0.0
202,CN,1,160315_1448,0,1,2,26,3,1,0,1,3,0.26236427,0.18232156,0.26236427,3,15,HSSWKCAT02,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,8.0,8.0,0.0
203,CN,1,160315_1448,0,1,2,26,4,2,0,2,5,0.20273255,0.16823612,0.20273255,3,15,HSSWKCAT02,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,8.0,8.0,0.0
204,CN,1,160315_1448,0,1,2,26,5,2,4,6,7,0.26531413,0.23500182,0.26531413,3,15,HSSWKCAT02,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,8.0,8.0,0.0
205,CN,1,160315_1448,0,1,2,26,6,8,0,8,6,0.058750454,0.05068314,0.058750454,3,15,HSSWKCAT02,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,8.0,8.0,0.0
206,CN,1,160315_1448,0,1,2,26,7,1,4,5,5,0.4054651,0.33647224,0.4054651,3,15,HSSWKCAT02,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,8.0,8.0,0.0
207,CN,1,160315_1448,0,1,2,26,8,4,4,8,7,0.13265707,0.11750091,0.13265707,3,15,HSSWKCAT02,Female,Chinese;,No,1,1,1,0,Singapore Citizen,Singaporean Chinese,,English,,,,9.0,8.0,8.0,8.0,0.0
208,CN,1,160315_1448,0,1,3,27,1,2,0,2,2,0.09116078,0.04765509,0.09116078,7,10,HSSWKCAT03,Male,Chinese;,No,1,0,1,0,Foreigner,Others,Indonesian Chinese,Hokkien,,,,10.0,5.0,8.0,4.0,1.0
209,CN,1,160315_1448,0,1,3,27,2,8,0,8,9,0.08023173,0.073473334,0.08023173,7,10,HSSWKCAT03,Male,Chinese;,No,1,0,1,0,Foreigner,Others,Indonesian Chinese,Hokkien,,,,10.0,5.0,8.0,4.0,1.0
210,CN,1,160315_1448,0,1,3,27,3,1,4,5,5,0.4054651,0.33647224,0.4054651,7,10,HSSWKCAT03,Male,Chinese;,No,1,0,1,0,Foreigner,Others,Indonesian Chinese,Hokkien,,,,10.0,5.0,8.0,4.0,1.0
